2011-12-15 14:35:59,682 [New I/O client worker #13-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://javabuild.bbv.ch/nexus/content/groups/public/org/codehaus/jackson/jackson-xc/1.9.2/jackson-xc-1.9.2.jar
2011-12-15 14:35:59,754 [New I/O client worker #13-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://javabuild.bbv.ch/nexus/content/groups/public/org/codehaus/jackson/jackson-xc/1.9.2/jackson-xc-1.9.2.jar
2011-12-15 14:36:00,765 [New I/O client worker #13-4] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://javabuild.bbv.ch/nexus/content/groups/public/org/codehaus/jackson/jackson-mapper-asl/1.9.2/jackson-mapper-asl-1.9.2.jar
2011-12-15 14:36:01,781 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:36:01,784 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:36:01,787 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:36:01,792 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:36:01,844 [Worker-106] INFO  o.e.m.c.u.i.UpdateConfigurationJob - Update started
2011-12-15 14:36:01,863 [Worker-106] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ch.bbv:julklapp-clt:1.0.0 @ C:\data\bbv\Projects\julklapp\julklapp-clt\pom.xml.
2011-12-15 14:36:01,995 [Worker-106] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /julklapp-clt/src/main/java
2011-12-15 14:36:01,996 [Worker-106] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /julklapp-clt/src/main/resources
2011-12-15 14:36:01,997 [Worker-106] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /julklapp-clt/src/test/java
2011-12-15 14:36:01,997 [Worker-106] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /julklapp-clt/src/test/resources
2011-12-15 14:36:02,065 [Worker-106] INFO  o.e.m.c.u.i.UpdateConfigurationJob - Update completed: 0 sec
2011-12-15 14:36:02,244 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:36:02,247 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:36:02,250 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
